r_value,g_value,b_value,label
202,141,98,5
203,160,66,5
203,102,70,5
199,159,72,5
198,166,138,5
201,168,134,5
202,170,86,5
202,138,100,5
204,153,105,5
201,167,85,5
199,167,95,5
200,170,85,5
199,166,106,5
202,146,94,5
201,163,119,5
202,148,72,5
200,119,61,5
202,156,79,5
198,187,166,5
204,165,88,5
202,133,59,5
203,171,88,5
203,121,61,5
198,136,56,5
201,152,114,5
201,152,114,5
201,171,106,5
202,138,65,5
199,162,126,5
203,151,67,5
203,168,62,5
202,146,16,5
201,163,95,5
200,132,62,5
202,162,88,5
200,167,50,5
202,165,88,5
203,171,110,5
201,163,75,5
197,169,80,5
203,127,83,5
201,174,86,5
197,121,65,5
202,164,64,5
198,164,88,5
201,145,109,5
202,164,75,5
203,168,104,5
199,154,66,5
201,148,59,5
203,174,102,5
200,158,71,5
199,160,92,5
199,162,119,5
200,160,64,5
197,171,62,5
201,162,106,5
198,152,7,5
201,165,59,5
203,163,60,5
200,155,112,5
200,169,97,5
202,170,59,5
200,171,55,5
201,172,61,5
201,167,52,5
202,161,101,5
202,162,85,5
200,172,59,5
198,165,56,5
202,166,89,5
202,166,89,5
202,172,84,5
203,173,100,5
201,113,60,5
203,119,68,5
198,164,78,5
202,149,74,5
199,159,94,5
201,163,87,5
202,183,140,5
199,125,66,5
202,164,97,5
201,163,110,5
200,175,41,5
203,163,69,5
198,161,88,5
199,127,65,5
199,159,78,5
