area,perimeter,height,width,r_value,g_value,b_value,index,label
222,1.6,269,366,215,165,111,12,2
214,0,269,366,213,156,104,11,2
209.5,260.9762746,269,366,214,169,102,14,2
245.5,666.5239477,269,366,215,165,117,12,2
203.5,394.1159715,269,366,215,160,54,11,2
234,313.819333,269,366,215,160,65,13,2
235,5.091168737,269,366,213,162,86,12,2
208,208.2331281,269,366,217,154,106,12,2
215,708.1210907,269,366,216,131,67,14,2
221.5,505.6246262,269,366,216,128,60,12,2
170,100.0763628,269,366,217,148,79,11,2
200.5,4.779898953,270,366,214,158,97,12,2
195,24.38822498,270,366,216,159,94,12,2
194.5,94.40285597,270,366,216,140,88,13,2
217,259.3624794,270,366,213,160,85,12,2
228,233.397804,270,366,213,165,107,12,2
212,122.9185853,270,366,216,155,100,12,2
232,54.37644997,270,366,217,159,68,14,2
238.5,2.8,270,366,215,153,87,10,2
199,216.4507912,270,366,215,152,80,11,2
232,278.4723202,270,366,214,138,60,10,2
192,2.4,270,366,216,161,101,11,2
230.5,380.4335463,270,366,213,168,111,13,2
171.5,190.5512977,270,366,216,137,63,11,2
232,6.291168666,270,366,215,133,100,12,2
215.5,0,270,366,215,163,115,12,2
235.5,22.47350621,270,366,214,157,97,13,2
250.5,5.794112492,270,366,217,141,77,14,2
239.5,5.794112492,270,366,213,148,108,12,2
213.5,243.8248019,270,366,213,159,44,13,2
209,237.7291759,270,366,213,129,62,13,2
224.5,4.828427076,270,366,216,163,103,11,2
228.5,172.6351498,270,388,216,173,112,12,2
214,327.0408613,270,388,214,182,134,15,2
203.5,3.394112492,270,388,216,149,46,12,2
271.5,15.45096664,270,388,213,158,112,13,2
253,5.656854153,270,388,217,150,104,14,2
233.5,365.1330412,270,388,214,159,73,11,2
227.5,11.58822498,270,388,213,147,45,13,2
222.5,181.7512967,270,388,214,152,98,12,2
197,188.7807339,270,388,214,161,73,13,2
215,323.4997384,270,388,217,186,123,11,2
236.5,5.414213538,270,388,217,148,40,12,2
274.5,282.5624791,270,388,217,148,39,13,2
249.5,12.69949477,270,388,215,157,30,11,2
205,3.959797907,270,388,214,161,82,13,2
228,716.4650745,270,388,217,154,91,12,2
212.5,288.1527246,270,388,217,162,45,12,2
244,4,270,388,214,163,46,11,2
244.5,0,270,388,217,155,75,13,2
217.5,258.7232868,270,388,216,157,112,13,2
222,225.0615566,270,388,215,145,80,13,2
211.5,271.3291759,270,388,215,159,43,11,2
245,247.7173985,270,388,213,163,77,13,2
253,296.4605453,270,388,215,163,98,12,2
214.5,284.7115121,270,388,217,172,107,12,2
196,309.066433,270,388,216,102,58,13,2
206.5,214.827241,270,388,216,162,74,13,2
240.5,19.92792163,270,388,214,171,88,12,2
210,0,270,388,215,153,46,11,2
208.5,431.4055359,270,388,215,168,88,11,2
212.5,491.3452331,270,388,215,164,101,12,2
201,7.579898953,270,388,215,153,91,12,2
227,22.14213538,270,388,214,157,49,13,2
214.5,218.2213525,270,388,216,142,68,13,2
236,22.53380935,270,388,217,105,64,13,2
197,6,270,388,215,165,77,12,2
209,10.62253957,270,388,214,132,63,12,2
216.5,293.7056239,270,388,217,153,95,13,2
229.5,0,270,388,214,143,61,14,2
239,427.7702109,270,388,213,172,85,11,2
225,228.9527249,270,388,214,146,45,12,2
220,194.1277462,270,388,214,158,29,11,2
269,375.7937611,270,388,217,160,74,13,2
202.5,230.6331295,270,388,213,165,114,13,2
215,0,270,388,216,126,64,13,2
199.5,6.759797907,270,388,214,120,73,12,2
217.5,193.1086557,270,388,213,147,91,14,2
224.5,324.3232869,270,388,217,161,80,13,2
190,235.6321175,270,388,214,176,119,10,2
227,49.584776,270,388,214,155,35,12,2
221,644.1087214,270,388,213,107,77,13,2
240,275.019333,270,388,215,132,56,12,2
204,3.2,270,388,216,150,85,12,2
197.5,28.67939372,270,388,216,159,90,12,2
226,276.9527232,270,388,214,172,101,12,2
214,389.161469,270,388,215,156,98,12,2
215,288.1909059,270,388,217,148,89,13,2
229.5,271.362478,270,388,216,157,80,10,2
191,12.35979791,270,388,217,155,62,12,2
236.5,327.6938486,270,388,214,163,65,13,2
198.5,366.3643257,270,388,216,161,89,11,2
228,49.32548332,270,388,216,155,109,12,2
226.5,238.1978027,270,388,215,174,117,12,2
232.5,220.1291747,270,388,217,167,74,13,2
238.5,255.9953663,270,388,214,155,97,12,2
213.5,429.1054506,270,388,213,134,80,11,2
211.5,290.3898953,270,388,216,162,91,11,2
223.5,440.8183218,270,388,216,171,92,11,2
225,356.0820749,270,388,213,167,109,13,2
246.5,0,279,388,215,162,100,12,2
223,320.7212656,279,388,213,165,73,14,2
182,284.930601,279,388,216,149,70,13,2
194.5,282.3350611,279,388,213,156,34,13,2
235.5,232.2012531,279,388,214,153,58,12,2
160.5,137.5675311,279,388,214,158,46,12,2
187,3.2,279,388,213,149,64,12,2
223,243.8497809,279,388,217,158,69,12,2
247.5,238.9894781,279,388,216,157,12,11,2
197.5,287.5046135,279,388,217,159,16,10,2
200.5,180.7253085,279,388,216,154,91,12,2
222,310.7766918,279,388,217,149,87,12,2
211,525.2843371,279,388,217,163,91,13,2
258.5,416.5168087,279,388,216,156,18,11,2
237.5,5.462741661,279,388,215,168,85,12,2
256,304.2997367,279,388,214,154,13,12,2
239,286.3115117,279,388,213,156,91,12,2
251,9.188224983,279,388,217,157,20,12,2
239,5.091168737,279,388,217,117,84,13,2
230,265.4311077,279,388,215,163,39,13,2
216,210.6934314,279,388,214,165,81,11,2
208,688.711163,279,388,218,155,104,12,2
204,607.6622158,279,388,218,170,117,12,2
209.5,268.3565912,279,388,217,156,100,13,2
263,0,279,388,214,162,73,12,2
256,274.3683663,279,388,215,164,114,12,2
213,442.6152903,279,388,217,164,74,13,2
230,18.77989895,279,388,217,139,62,13,2
218,315.5046149,279,388,217,148,87,13,2
233.5,280.4335462,279,388,215,163,91,12,2
206.5,268.6782079,279,388,215,164,75,12,2
218,3.959797907,279,388,218,144,71,11,2
216.5,0,279,388,216,139,44,12,2
213,218.6899833,279,388,218,169,94,11,2
225.5,451.3446411,279,388,218,168,77,11,2
218,334.2311077,279,388,216,148,71,11,2
228,25.43919163,279,388,213,165,118,12,2
223.5,435.2030987,279,388,216,167,96,11,2
206,1073.473222,279,388,215,164,67,13,2
225.5,34.95878744,279,388,214,158,61,13,2
211,321.6051177,279,388,215,168,93,13,2
203.5,294.2644114,279,388,218,120,75,13,2
203,804.4955187,279,388,214,119,52,11,2
217.5,367.3036022,279,388,217,156,88,12,2
210,534.1334581,279,388,216,136,68,11,2
213,312.9188273,279,388,216,137,93,13,2
224.5,5.462741661,279,388,218,135,64,12,2
213.5,8.828427076,279,388,216,161,73,12,2
225.5,230.2782077,279,388,216,164,72,14,2
181.5,184.5880493,279,388,214,155,68,12,2
223,262.2782082,279,388,214,157,73,12,2
234,4.097056246,279,388,215,140,92,12,2
219,9.656854153,279,388,214,165,72,12,2
241,19.2769552,279,388,216,158,70,11,2
209.5,293.34095,279,388,216,150,73,14,2
225.5,125.577878,279,388,215,152,71,12,2
229.5,0,279,388,218,142,105,13,2
234.5,238.6664325,279,388,217,154,97,12,2
242,250.2546582,279,388,215,162,98,12,2
195,212.2497798,279,388,215,159,43,12,2
194.5,5.297056246,279,388,215,162,111,12,2
236,960.336974,279,388,215,152,85,13,2
210.5,459.3452344,279,388,216,163,53,9,2
223.5,22.9539104,279,388,214,156,15,13,2
217,24.58233747,279,388,214,154,19,11,2
221,290.1409494,279,388,218,169,116,11,2
232,283.705626,279,388,215,158,91,13,2
234.5,293.1198375,279,388,217,155,80,12,2
193,21.85096664,279,388,216,157,98,10,2
211,555.8465736,279,388,217,161,76,13,2
246,299.6938499,279,388,215,137,81,11,2
275,21.89949477,279,388,217,148,92,12,2
221,1014.081965,279,388,217,156,100,12,2
241,326.5389297,279,388,217,116,72,12,2
225,0,279,388,217,111,68,12,2
228,10.37989895,279,388,214,165,128,10,2
188.5,0,279,388,214,170,135,10,2
214.5,436.9265596,279,388,216,149,56,11,2
242,24.11370831,279,388,214,155,66,11,2
240,324.3330414,279,388,217,155,69,13,2
216.5,7.491168737,279,388,214,164,109,12,2
228,458.0731574,279,388,215,166,71,13,2
222,240.1860292,279,388,216,141,69,11,2
216,282.4335467,279,388,218,135,63,11,2
214,275.2619739,279,388,217,138,100,13,2
200,11.07106769,279,388,215,151,110,12,2
194,268.7115128,279,388,214,147,50,12,2
255.5,354.2325346,279,388,218,146,21,12,2
212.5,372.7178183,279,388,215,147,80,14,2
225.5,1166.187348,279,388,217,138,61,11,2
209.5,257.9468381,279,388,218,155,76,11,2
232.5,8.691168737,279,388,217,120,66,11,2
187.5,316.0071392,279,388,215,156,77,12,2
192.5,325.4546581,279,388,217,160,71,11,2
244.5,221.3159725,279,388,214,123,64,10,2
219.5,274.4487713,279,388,218,158,70,13,2
229,282.5291752,279,388,218,159,95,11,2
221.5,593.5734845,279,388,218,153,92,9,2
216,297.0761893,279,388,215,160,39,13,2
208,297.3624784,279,388,215,157,60,12,2
221.5,13.51959581,279,388,215,156,13,12,2
222.5,20.91370831,279,388,216,145,85,12,2
228.5,3.6,279,388,215,155,51,12,2
200,716.234798,279,388,217,161,73,12,2
239.5,3.2,279,388,216,147,84,14,2
231,14.4,279,388,217,157,97,12,2
219,364.1624789,279,388,218,150,89,12,2
207,254.9409494,279,388,218,112,69,11,2
230,127.2548332,279,388,214,160,48,12,2
196.5,5.462741661,279,388,216,163,102,12,2
218.5,453.0701264,279,388,217,150,47,11,2
197.5,965.8413499,279,388,216,154,43,11,2
223.5,0,279,388,217,145,90,11,2
179,31.78233747,279,388,215,153,49,13,2
272,7.919595814,279,388,216,166,80,10,2
201.5,9.6,279,388,215,110,68,13,2
227.5,691.1034284,279,388,218,155,106,10,2
227,4.097056246,279,388,217,149,87,11,2
225,5.794112492,279,388,218,167,115,13,2
197,401.1289976,279,388,217,145,43,10,2
233,210.5145432,279,388,218,147,50,10,2
235,108.777878,279,388,216,166,79,10,2
217,95.75878744,279,388,216,162,60,11,2
249,6.4,279,388,218,126,99,12,2
285,3004.730573,279,388,217,145,103,11,2
217,7.919595814,279,388,216,122,62,12,2
215,839.3767586,279,388,217,159,132,13,2
200.5,374.7996479,279,388,214,181,167,9,2
231.5,286.0369964,279,388,214,145,2,14,2
242.5,506.6451463,279,388,214,118,81,12,2
220.5,460.6853486,279,388,216,156,39,10,2
218.5,289.9898961,279,388,214,147,91,12,2
188,201.799825,279,388,216,154,92,13,2
257,2,279,388,216,137,65,12,2
206.5,191.4566793,279,388,216,121,81,12,2
234,244.1291748,279,388,217,166,41,10,2
227,930.722592,279,388,214,160,83,14,2
204,803.8051878,279,388,214,128,90,10,2
183,251.5468363,279,388,214,151,50,12,2
219,923.010899,279,388,218,121,83,11,2
221.5,916.1727166,279,388,214,153,114,11,2
140,17.31370819,279,388,214,152,50,14,2
117.5,0,279,388,215,149,96,12,2
242,26.07350621,279,388,216,165,77,14,2
172.5,16.8,279,388,218,111,61,11,2
217,3.414213538,279,388,217,134,58,11,2
228.5,0,279,388,215,124,76,11,2
225.5,62.95878744,279,388,213,163,70,13,2
204,0,279,388,213,120,80,11,2
185,228.7253076,279,388,217,171,111,11,2
218,13.6,279,388,217,152,60,13,2
199,545.3702125,279,388,217,150,56,13,2
235.5,453.6467485,279,388,217,121,81,12,2
243.5,12.5539104,279,388,213,163,74,12,2
215.5,7.353910398,279,388,217,102,61,13,2
249.5,3527.070871,279,388,216,170,105,11,2
207,61.45584369,279,388,217,157,98,12,2
219,6.759797907,279,388,215,159,101,12,2
244.5,311.7507042,279,388,214,165,91,12,2
216,234.3017577,279,388,215,166,80,11,2
227.5,25.63675311,279,388,214,175,109,12,2
249.5,21.85096664,279,388,216,164,90,12,2
185,577.1422013,279,388,214,163,94,14,2
210,469.4437154,279,388,216,152,112,13,2
217,807.1272216,279,388,213,169,122,14,2
210,300.190906,279,388,217,161,65,13,2
219,8.828427076,279,388,217,143,59,11,2
179.5,340.3967945,279,388,216,141,75,12,2
216.5,308.9116874,279,388,213,146,105,13,2
239.5,84.54701242,279,388,215,150,109,12,2
212.5,120.2704751,279,388,214,146,107,13,2
214.5,2.8,279,388,217,161,65,13,2
205,10.62253957,279,388,217,150,58,13,2
211.5,229.2042842,279,388,213,157,83,13,2
177,454.0898075,279,388,214,163,93,14,2
278,13.65685415,279,388,215,153,49,11,2
299,1705.807343,279,388,213,155,38,14,2
217.5,263.8061303,279,388,213,119,70,13,2
262,23.07939372,279,388,214,154,74,12,2
194,214.9880492,279,388,215,154,76,12,2
156,161.6381812,279,388,214,164,57,13,2
154,15.89116874,279,391,216,150,14,13,2
523,487.2944424,279,391,216,160,108,12,2
232,516.4538911,279,391,215,158,82,11,2
282,1422.96463,279,391,214,158,102,11,2
233.5,86.1587873,279,391,215,149,16,11,2
575.5,54.12203434,279,391,214,164,66,11,2
187.5,90.37644997,279,391,216,149,99,13,2
219.5,358.0369954,279,391,214,168,77,13,2
258,2938.068186,279,391,217,161,110,13,2
241.5,467.2349782,279,391,217,161,68,11,2
241.5,1116.210895,279,391,217,161,68,11,2
197,2167.939374,279,391,214,162,64,12,2
207,526.9231101,279,391,215,163,73,12,2
205,4,279,391,215,171,104,11,2
249.5,132.4014281,279,391,216,166,79,14,2
242,186.0548332,279,391,215,157,105,12,2
224,255.3291746,279,391,215,146,93,14,2
245,228.2842708,279,391,213,151,69,12,2
145.5,186.2322937,279,391,213,158,106,12,2
266.5,12.5539104,279,391,215,152,101,14,2
277.5,77.69015827,279,391,217,107,78,14,2
232,5.794112492,279,391,217,134,71,12,2
218.5,421.5407736,279,391,217,130,70,13,2
204.5,0,279,391,215,158,79,14,2
229,7.511269784,132,166,208,161,88,12,3
206.5,184.0057115,149,166,212,165,107,11,3
449.5,19.45929267,149,192,211,161,94,14,3
252,14.33969686,277,192,210,148,86,12,3
216,528.2790414,277,192,210,163,63,12,3
270,20.98233747,277,192,208,149,93,11,3
240.5,169.8469248,277,192,211,169,107,13,3
222,56.36467495,277,192,210,159,72,13,3
217.5,311.0193318,277,192,209,161,68,11,3
245.5,341.9232865,277,192,212,162,97,13,3
271,0,277,192,212,173,109,15,3
216,30.65929267,277,192,208,127,88,14,3
207.5,154.8944422,277,192,208,160,76,13,3
232.5,329.303605,277,192,208,164,110,12,3
191,31.33380935,277,192,209,159,68,13,3
242,22.9539104,277,196,208,171,92,13,3
243.5,8.194112492,277,196,212,120,64,13,3
227,138.4126102,277,281,210,120,65,13,3
209.5,236.6345593,277,281,209,160,90,13,3
241,20.48528123,277,281,209,166,102,11,3
203.5,6.788224983,277,281,211,155,94,12,3
234,141.9439807,277,281,212,164,106,12,3
245.5,13.51959581,277,281,210,168,95,13,3
229,224.6213544,277,281,212,153,90,11,3
205,1020.423443,277,343,208,171,119,11,3
235,147.2694646,277,343,211,171,91,13,3
217.5,163.8719039,277,343,208,162,93,11,3
241,189.7998247,277,343,208,176,98,11,3
211,282.4924213,277,343,211,156,87,12,3
222.5,233.5919149,277,343,208,154,89,13,3
222,318.6761857,277,343,211,159,55,12,3
225.5,178.6483523,277,343,211,156,41,13,3
229.5,175.4601279,277,343,209,164,103,13,3
203.5,298.6345578,277,343,208,159,58,13,3
194.5,6.125483322,277,343,209,166,127,12,3
201.5,363.5025923,277,343,211,161,77,13,3
212,525.5657524,277,343,212,166,121,15,3
236,270.4723204,277,343,212,158,49,13,3
205.5,282.1909066,277,343,208,150,108,10,3
203,0,277,343,212,149,17,12,3
237,5.091168737,277,343,209,161,103,13,3
203,221.0331298,277,343,212,170,88,12,3
227,2.8,277,343,212,164,82,13,3
237.5,254.3919159,277,343,212,164,96,13,3
202,218.382162,277,343,209,145,36,11,3
227.5,11.65685415,277,343,208,166,117,13,3
219.5,228.6615552,277,343,209,163,76,13,3
239.5,5.656854153,277,343,208,155,29,12,3
197.5,219.5135324,277,343,211,170,60,13,3
284,32.83330412,277,343,212,158,108,12,3
187,5.794112492,277,343,211,155,113,13,3
222.5,300.7919161,277,343,209,154,32,13,3
237,404.1819859,277,343,209,161,81,11,3
222,310.6761869,277,343,212,151,18,13,3
252.5,5.2,277,343,209,153,12,11,3
226,17.32548332,277,343,212,154,11,11,3
213.5,2.4,277,343,211,157,71,12,3
247.5,0,277,343,208,171,92,12,3
242.5,0,277,343,209,168,48,11,3
229.5,252.8424645,277,343,208,169,46,13,3
233.5,9.325483322,277,343,209,156,37,14,3
248.5,81.19797907,277,343,211,164,106,11,3
233,19.49116874,277,343,208,151,36,12,3
193,132.6469245,277,343,210,168,90,12,3
219.5,167.1557561,277,361,208,165,85,12,3
217,161.4719028,277,361,212,165,46,14,3
239.5,10,277,361,210,163,88,12,3
253.5,291.2252207,277,361,211,162,76,10,3
230.5,299.3860302,277,361,209,156,109,13,3
232.5,472.6672686,277,361,209,180,107,11,3
216.5,276.3232857,277,361,212,154,100,13,3
273.5,263.7472552,277,361,211,167,82,13,3
218,4.828427076,277,361,210,161,109,9,3
224.5,393.7084821,277,361,210,151,98,12,3
221,247.9586118,277,361,209,123,69,14,3
214.5,3.414213538,277,361,212,163,61,13,3
202.5,5.794112492,277,361,211,157,79,12,3
231.5,484.0461558,277,361,210,156,82,12,3
229,41.43919163,277,361,210,153,64,12,3
231.5,341.7819855,277,361,209,148,58,11,3
199,22.72792184,277,361,212,165,86,12,3
219,217.0566797,277,361,212,165,76,11,3
212,30.3078208,277,361,212,152,12,13,3
208,216.3703869,277,361,212,164,70,12,3
226.5,581.2199933,277,361,212,123,61,12,3
224.5,50.98233747,277,361,212,162,76,13,3
208.5,268.2713097,277,361,209,153,85,13,3
216,320.5742532,277,361,211,129,58,12,3
225,107.3803165,277,361,212,153,93,11,3
204.5,169.622363,277,361,209,170,107,12,3
226.5,0,277,361,212,174,132,11,3
229.5,384.5202553,277,361,212,158,60,12,3
227,190.1512963,277,361,209,157,74,12,3
214.5,348.1624783,277,361,211,170,89,13,3
232,311.5232869,277,361,212,125,85,12,3
230,6.145584369,277,361,209,140,111,10,3
246.5,227.5468372,277,361,209,135,90,14,3
224,17.65685415,277,361,210,160,103,14,3
198.5,0,277,361,210,163,100,11,3
222.5,6.594112492,277,361,211,152,103,11,3
213.5,28.48528123,277,361,209,137,82,11,3
232,293.9232871,277,361,212,148,109,12,3
206.5,147.483678,277,361,209,173,110,12,3
187,177.5253076,277,361,211,156,41,13,3
235.5,22.47350621,277,361,209,145,31,11,3
240,0,277,361,209,170,121,13,3
192,0,277,361,212,139,67,13,3
257.5,1303.022322,277,361,212,162,52,12,3
210,681.5881176,277,361,210,153,44,13,3
247.5,7.353910398,277,361,212,153,103,12,3
228.5,7.491168737,277,361,211,161,70,12,3
239,279.9115131,277,361,210,163,73,13,3
214,220.5880494,277,361,212,161,20,12,3
214,508.8481782,277,361,209,152,113,12,3
258,307.338928,277,361,209,162,86,13,3
184.5,177.2174875,277,361,210,159,78,12,3
184,151.0351493,277,361,209,155,66,12,3
165,149.5155543,277,361,210,158,116,12,3
266.5,11.58822498,277,361,212,146,11,10,3
211,13.51959581,277,361,212,159,111,13,3
242,386.6173133,277,361,212,161,69,14,3
224,440.4731558,277,361,209,159,42,12,3
215,0,277,361,209,159,39,13,3
239,176.3939372,277,361,212,148,104,10,3
213,35.77401145,277,361,209,157,78,12,3
232,0,277,361,210,155,8,12,3
243.5,460.3290018,277,361,210,165,84,13,3
219,249.00958,277,361,212,162,27,13,3
220,239.6840963,277,361,211,166,90,12,3
255.5,225.4733309,277,361,209,148,92,13,3
226,295.2487702,277,361,212,143,63,14,3
196,219.9821614,277,361,212,159,62,16,3
232,242.8840942,277,361,210,122,62,11,3
217,332.7178161,277,361,209,155,74,11,3
206,483.3819863,277,361,210,165,52,13,3
220,272.1860278,277,361,211,156,87,12,3
199,233.0899835,277,361,212,171,85,12,3
230.5,303.8311076,277,361,210,139,77,13,3
252.5,0,277,361,209,160,93,13,3
252.5,478.5868661,277,361,209,122,65,12,3
204,321.6252199,277,361,210,141,74,12,3
221.5,51.41909058,277,361,209,132,72,13,3
222.5,2.731370831,277,361,210,168,46,11,3
223,315.2619731,277,361,210,165,98,12,3
200.5,312.2914102,277,361,210,172,100,13,3
213.5,280.7350634,277,361,212,166,80,13,3
206.5,244.2670257,277,361,208,153,67,14,3
211.5,370.9604583,277,361,211,167,86,12,3
205,24.58233747,277,361,209,164,83,11,3
217.5,263.4095776,277,361,211,158,108,12,3
219,34.97888849,277,361,209,135,76,12,3
204,5.091168737,277,361,209,128,60,12,3
222,0,277,361,211,158,101,12,3
236,254.7468371,277,361,210,170,103,13,3
220,0,277,361,212,160,98,12,3
220.5,516.75112,277,361,212,159,75,12,3
195.5,58.65929267,277,361,210,155,46,11,3
218,265.9468369,277,361,212,164,50,11,3
209,234.2213534,277,361,212,160,64,13,3
229,574.2804699,277,361,212,155,69,13,3
221,226.8036918,277,361,210,139,98,12,3
224,13.98822498,277,361,212,157,100,12,3
249,99.82051864,277,361,211,159,90,12,3
209.5,274.0467472,277,361,210,125,69,14,3
218.5,190.275352,277,361,210,157,49,13,3
222,480.0780327,277,361,211,168,112,11,3
219,302.6997365,277,361,209,174,91,13,3
239,43.77888849,277,361,212,140,102,12,3
232.5,564.3789549,277,361,209,153,73,13,3
234.5,252.5978055,277,361,210,163,40,13,3
227,6.242640615,277,361,211,161,42,13,3
210.5,64.61564159,277,361,210,167,63,12,3
202,320.4938498,277,361,211,151,55,13,3
211.5,331.6605456,277,361,212,163,107,13,3
221,219.1787122,277,361,210,166,78,12,3
225.5,327.442883,277,361,210,156,16,11,3
180.5,134.5498685,277,361,211,157,49,11,3
206.5,411.989894,277,361,210,158,101,12,3
203,275.1919153,277,361,212,157,90,12,3
193,342.9604563,277,361,212,163,102,11,3
199,281.67232,277,361,209,172,101,13,3
222.5,24.71959581,277,361,210,166,46,11,3
251.5,394.8599516,277,361,212,162,30,13,3
225,189.2792181,277,361,210,164,42,11,3
230,288.3801408,277,361,210,166,49,12,3
257.5,237.2924206,277,361,212,156,114,11,3
173,161.2978918,277,361,209,173,100,12,3
160,205.9655095,277,361,212,113,72,13,3
205.5,23.89949477,277,361,212,162,74,13,3
219.5,23.89949477,277,361,212,176,88,14,3
214,361.0609628,277,361,211,155,91,13,3
248.5,401.1476742,277,361,211,174,84,14,3
591,0,277,361,211,169,53,14,3
249.5,0,277,361,210,165,79,12,3
232.5,0,277,361,211,126,64,13,3
219.5,0,277,361,209,159,50,12,3
209.5,205.8899823,277,361,211,150,48,13,3
255,265.6723209,277,361,211,165,83,12,3
214,345.2619739,277,361,211,163,80,11,3
211,508.0849302,277,361,210,164,82,13,3
201,253.146837,277,361,211,167,85,13,3
221.5,288.6546572,277,361,208,163,59,12,3
260,201.3277457,277,361,212,165,82,12,3
227,367.308482,277,361,212,168,115,12,3
213.5,276.436996,277,361,211,153,49,11,3
261,325.4041091,277,361,211,165,116,12,3
201,161.6195082,277,361,212,141,89,11,3
452.5,9.656854153,277,361,211,161,36,12,3
291.5,17.65685415,277,361,209,168,114,13,3
223,360.8183221,277,361,212,159,76,12,3
205.5,323.2030983,277,361,209,166,69,13,3
233.5,11.07106769,277,361,212,155,20,11,3
193.5,488.3525505,277,361,211,154,64,11,3
224.5,280.5340519,277,361,212,162,101,14,3
213,206.4390152,277,361,210,171,80,12,3
218.5,6.222539568,277,361,210,154,100,11,3
183.5,250.9644997,277,361,212,162,100,13,3
199,274.8036915,277,361,212,111,66,11,3
214,337.5448172,277,361,210,167,90,12,3
205.5,260.0958715,277,361,211,173,92,12,3
244,0,277,361,210,149,124,13,3
183.5,8.876955199,277,361,212,155,25,12,3
215.5,335.1350614,277,361,212,153,96,11,3
214,386.7496933,277,361,208,160,66,13,3
227,14.48528123,277,361,212,162,74,11,3
221,0,277,361,211,157,100,13,3
254,267.0311081,277,361,211,164,76,12,3
196,30.82152891,277,361,211,159,45,14,3
228,4.097056246,277,361,209,158,50,14,3
215,247.1350618,277,361,209,152,98,13,3
197.5,70.87005723,277,361,209,158,73,12,3
214.5,4.779898953,277,361,212,123,72,10,3
219.5,44.20386686,277,361,210,148,85,13,3
184.5,14.31959581,277,361,211,160,53,13,3
215.5,500.0613795,277,361,210,158,51,12,3
248.5,252.8723207,277,361,212,138,93,14,3
183.5,0,277,361,212,163,60,13,3
191,4.779898953,277,361,210,158,21,12,3
233,525.4672668,277,361,211,167,49,12,3
207,805.2794607,277,361,212,164,29,12,3
226.5,334.5056243,277,361,211,159,41,11,3
229,22.25929267,277,361,213,138,107,13,3
240.5,143.6812393,277,361,211,157,15,11,3
192.5,0,277,361,209,148,86,11,3
221,372.7281639,277,361,213,159,62,12,3
224.5,8.828427076,277,361,211,166,77,13,3
216,4.828427076,277,361,210,142,100,13,3
167,80.61564159,277,361,212,112,67,13,3
197.5,9.656854153,277,361,210,133,65,13,3
246,358.773243,277,361,211,164,79,12,3
222.5,260.5978036,277,361,210,181,113,12,3
273.5,15.65685415,277,361,212,106,74,12,3
238.5,454.8731539,277,361,212,159,63,13,3
262.5,549.0554927,277,361,210,167,67,11,3
226,215.2958701,277,361,210,170,114,14,3
245,434.3878751,277,361,210,128,92,12,3
210,279.3291744,277,361,212,163,80,13,3
203.5,2,277,361,208,162,114,13,3
222,260.4369946,277,361,212,164,112,11,3
230,0,277,361,212,146,86,11,3
218.5,300.0903999,277,361,212,173,86,11,3
224.5,354.9604578,277,361,210,165,62,13,3
217.5,270.5340513,277,361,213,170,115,10,3
199.5,17.47939372,277,361,213,162,96,13,3
192.5,467.3868631,277,361,211,154,32,11,3
228.5,373.8893902,277,361,211,127,83,12,3
235,0,277,361,210,134,59,11,3
213.5,14.98233747,277,361,212,156,91,11,3
198,49.8676187,277,361,208,158,108,12,3
229.5,3.394112492,277,361,213,105,67,11,3
219,11.58822498,277,361,212,116,75,12,3
208,257.0095797,277,361,213,157,76,12,3
229.5,366.4751769,277,361,211,107,63,10,3
189.5,4.8,277,361,209,174,104,12,3
184.5,148.7439806,277,361,209,179,112,12,3
211.5,278.6664339,277,361,211,135,60,11,3
221,398.6790429,277,361,211,122,71,13,3
219,516.6305144,277,361,212,132,62,11,3
241,339.4193329,277,361,210,166,85,13,3
247.5,800.5124155,277,361,211,152,101,12,3
227.5,12.25096664,277,361,212,157,79,13,3
197.5,252.9360725,277,361,213,152,66,14,3
207,0,277,361,213,139,102,12,3
218.5,142.0660174,277,361,211,162,102,12,3
210,9.2,277,361,210,143,109,11,3
215,333.0997365,277,361,209,136,67,13,3
240.5,104.8528106,277,361,210,164,102,15,3
215.5,363.0408604,277,361,212,154,77,11,3
253,260.2095786,277,361,209,150,68,11,3
223.5,10.24264061,277,361,210,167,97,12,3
179,14.67939339,277,361,208,162,61,12,3
225,4.4,277,361,211,156,88,12,3
252.5,51.21320307,277,361,213,148,77,13,3
200,677.7405982,277,361,209,159,52,12,3
229,626.7298319,277,361,212,145,26,10,3
224,673.6975418,277,361,211,157,58,12,3
211,480.5168058,277,361,211,164,72,12,3
200.5,3.6,277,361,210,168,109,13,3
219,232.6130271,277,361,212,153,85,12,3
242,31.78233747,277,361,209,150,48,11,3
215.5,6.145584369,277,361,213,149,110,13,3
230.5,3.959797907,277,361,212,171,85,12,3
233,19.78233747,277,361,209,166,69,12,3
216.5,38.384776,277,361,211,157,88,10,3
246.5,367.8893902,277,361,211,163,55,12,3
233,478.7858521,277,361,211,153,96,11,3
248,982.187352,277,361,212,166,50,13,3
232,250.1409495,277,361,210,154,5,11,3
220,13.98822498,277,361,209,165,72,12,3
268,60.09015827,277,361,210,167,74,12,3
224.5,10.82842708,277,361,212,162,61,13,3
202.5,280.9291737,277,361,210,150,109,10,3
222,239.3291754,277,361,209,147,100,12,3
227.5,2.4,277,361,210,172,67,10,3
217,303.6036905,277,361,210,165,43,13,3
